CID;Tipo;BTS Name;Direccion;Latitud;Gra;Min;Seg;Longitud;Gra;Min;Seg;Altura;Vector;Tilt;Region
24202;GSM;MED.Terminal del Sur_2;Carrera 64 # 8B - 61;6,217236111;6;13;2,05;-75,587370000;-75;35;14,53;16;150;9;Occidente
24203;GSM;MED.Terminal del Sur_3;Carrera 64 # 8B - 61;6,217236111;6;13;2,05;-75,587370000;-75;35;14,53;16;330;17;Occidente
24204;GSM;MED.Terminal del Sur_A;Carrera 64 # 8B - 61;6,217236111;6;13;2,05;-75,587370000;-75;35;14,53;16;20;5;Occidente
24205;GSM;MED.Terminal del Sur_B;Carrera 64 # 8B - 61;6,217236111;6;13;2,05;-75,587370000;-75;35;14,53;16;150;8;Occidente
24206;GSM;MED.Terminal del Sur_C;Carrera 64 # 8B - 61;6,217236111;6;13;2,05;-75,587370000;-75;35;14,53;16;330;17;Occidente
24211;GSM;MED.Everfit_1;Transversal 78 67-14;6,274527778;6;16;28,30;-75,580666667;-75;34;50,40;36;10;5;Occidente
24212;GSM;MED.Everfit_2;Transversal 78 67-14;6,274527778;6;16;28,30;-75,580666667;-75;34;50,40;35;200;4;Occidente
24213;GSM;MED.Everfit_3;Transversal 78 67-14;6,274527778;6;16;28,30;-75,580666667;-75;34;50,40;36;320;0;Occidente
24214;GSM;MED.Everfit_A;Transversal 78 67-14;6,274527778;6;16;28,30;-75,580666667;-75;34;50,40;36;10;5;Occidente
24215;GSM;MED.Everfit_B;Transversal 78 67-14;6,274527778;6;16;28,30;-75,580666667;-75;34;50,40;36;200;0;Occidente
24216;GSM;MED.Everfit_C;Transversal 78 67-14;6,274527778;6;16;28,30;-75,580666667;-75;34;50,40;36;320;0;Occidente
24221;GSM;MED.Loma del Escobero_1;"24     35, Int. 111; Envigado";6,153108333;6;9;11,19;-75,567500000;-75;34;3,00;52;325;16;Occidente
24222;GSM;MED.Loma del Escobero_2;"24     35, Int. 111; Envigado";6,153108333;6;9;11,19;-75,567500000;-75;34;3,00;52;90;-10;Occidente
24223;GSM;MED.Loma del Escobero_3;"24     35, Int. 111; Envigado";6,153108333;6;9;11,19;-75,567500000;-75;34;3,00;52;210;10;Occidente
24224;GSM;MED.Loma del Escobero_A;"24     35, Int. 111; Envigado";6,153108333;6;9;11,19;-75,567500000;-75;34;3,00;52;325;11;Occidente
24225;GSM;MED.Loma del Escobero_B;"24     35, Int. 111; Envigado";6,153108333;6;9;11,19;-75,567500000;-75;34;3,00;52;90;-10;Occidente
24226;GSM;MED.Loma del Escobero_C;"24     35, Int. 111; Envigado";6,153108333;6;9;11,19;-75,567500000;-75;34;3,00;52;210;6;Occidente
24228;GSM;MED.Loma del Escobero_D;"24     35, Int. 111; Envigado";6,153108333;6;9;11,19;-75,567500000;-75;34;3,00;53;140;-5;Occidente
24231;GSM;MED.Santa Ana_1;Cr 46 N° 60 - 36. Edificio El Castillo;6,256022222;6;15;21,68;-75,560380000;-75;33;37,37;30;40;5;Occidente
24232;GSM;MED.Santa Ana_2;Cr 46 N° 60 - 36. Edificio El Castillo;6,256022222;6;15;21,68;-75,560380000;-75;33;37,37;30;150;10;Occidente
24233;GSM;MED.Santa Ana_3;Cr 46 N° 60 - 36. Edificio El Castillo;6,256022222;6;15;21,68;-75,560380000;-75;33;37,37;30;270;17;Occidente
24234;GSM;MED.Santa Ana_A;Cr 46 N° 60 - 36. Edificio El Castillo;6,256022222;6;15;21,68;-75,560380000;-75;33;37,37;30;40;0;Occidente
24235;GSM;MED.Santa Ana_B;Cr 46 N° 60 - 36. Edificio El Castillo;6,256022222;6;15;21,68;-75,560380000;-75;33;37,37;35;150;6;Occidente
24236;GSM;MED.Santa Ana_C;Cr 46 N° 60 - 36. Edificio El Castillo;6,256022222;6;15;21,68;-75,560380000;-75;33;37,37;30;270;12;Occidente
24241;GSM;MED.Penascos_1;Vía Las Palmas, Km 15 + 300 mts, lote B;6,157527778;6;9;27,10;-75,545900000;-75;32;45,24;23;45;-3;Occidente
24242;GSM;MED.Penascos_2;Vía Las Palmas, Km 15 + 300 mts, lote B;6,157527778;6;9;27,10;-75,545900000;-75;32;45,24;62;150;0;Occidente
24243;GSM;MED.Penascos_3;Vía Las Palmas, Km 15 + 300 mts, lote B;6,157527778;6;9;27,10;-75,545900000;-75;32;45,24;22;200;-11;Occidente
24244;GSM;MED.Penascos_A;Vía Las Palmas, Km 15 + 300 mts, lote B;6,157527778;6;9;27,10;-75,545900000;-75;32;45,24;62;10;22;Occidente
24246;GSM;MED.Penascos_C;Vía Las Palmas, Km 15 + 300 mts, lote B;6,157527778;6;9;27,10;-75,545900000;-75;32;45,24;22;230;5;Occidente
24251;GSM;MED.Pintuco_1;Calle 29 No. 43A-05, PARQUEADERO AUTOMONTAÑA;6,227500000;6;13;39,00;-75,569700000;-75;34;10,92;24;350;7;Occidente
24252;GSM;MED.Pintuco_2;Calle 29 No. 43A-05, PARQUEADERO AUTOMONTAÑA;6,227500000;6;13;39,00;-75,569700000;-75;34;10,92;16;120;0;Occidente
24253;GSM;MED.Pintuco_3;Calle 29 No. 43A-05, PARQUEADERO AUTOMONTAÑA;6,227500000;6;13;39,00;-75,569700000;-75;34;10,92;24;260;8;Occidente
24254;GSM;MED.Pintuco_A;Calle 29 No. 43A-05, PARQUEADERO AUTOMONTAÑA;6,227500000;6;13;39,00;-75,569700000;-75;34;10,92;24;350;3;Occidente
24255;GSM;MED.Pintuco_B;Calle 29 No. 43A-05, PARQUEADERO AUTOMONTAÑA;6,227500000;6;13;39,00;-75,569700000;-75;34;10,92;16;120;0;Occidente
24256;GSM;MED.Pintuco_C;Calle 29 No. 43A-05, PARQUEADERO AUTOMONTAÑA;6,227500000;6;13;39,00;-75,569700000;-75;34;10,92;24;260;6;Occidente
24261;GSM;MED.Pilsen_1;Cr 41 N° 32 - 10 Aldia Logistica;6,161680556;6;9;42,05;-75,611180000;-75;36;40,25;30;0;10;Occidente
24262;GSM;MED.Pilsen_2;Cr 41 N° 32 - 10 Aldia Logistica;6,161680556;6;9;42,05;-75,611180000;-75;36;40,25;30;150;9;Occidente
24263;GSM;MED.Pilsen_3;Cr 41 N° 32 - 10 Aldia Logistica;6,161680556;6;9;42,05;-75,611180000;-75;36;40,25;30;240;8;Occidente
24264;GSM;MED.Pilsen_A;Cr 41 N° 32 - 10 Aldia Logistica;6,161680556;6;9;42,05;-75,611180000;-75;36;40,25;30;0;5;Occidente
24265;GSM;MED.Pilsen_B;Cr 41 N° 32 - 10 Aldia Logistica;6,161680556;6;9;42,05;-75,611180000;-75;36;40,25;30;150;5;Occidente
24266;GSM;MED.Pilsen_C;Cr 41 N° 32 - 10 Aldia Logistica;6,161680556;6;9;42,05;-75,611180000;-75;36;40,25;30;240;3;Occidente
24271;GSM;MED.Oleoducto_1;Carrera 65 A No. 92F-09;6,286027778;6;17;9,70;-75,571200000;-75;34;16,32;31;0;4;Occidente
24272;GSM;MED.Oleoducto_2;Carrera 65 A No. 92F-09;6,286027778;6;17;9,70;-75,571200000;-75;34;16,32;31;130;9;Occidente
24273;GSM;MED.Oleoducto_3;Carrera 65 A No. 92F-09;6,286027778;6;17;9,70;-75,571200000;-75;34;16,32;31;250;7;Occidente
24274;GSM;MED.Oleoducto_A;Carrera 65 A No. 92F-09;6,286027778;6;17;9,70;-75,571200000;-75;34;16,32;31;0;4;Occidente
24275;GSM;MED.Oleoducto_B;Carrera 65 A No. 92F-09;6,286027778;6;17;9,70;-75,571200000;-75;34;16,32;31;130;8;Occidente
24276;GSM;MED.Oleoducto_C;Carrera 65 A No. 92F-09;6,286027778;6;17;9,70;-75,571200000;-75;34;16,32;31;250;5;Occidente
24281;GSM;MED.La Colinita_1;CALLE 12 SUR No. 51-170;6,197708333;6;11;51,75;-75,589280000;-75;35;21,41;30;0;7;Occidente
24282;GSM;MED.La Colinita_2;CALLE 12 SUR No. 51-170;6,197708333;6;11;51,75;-75,589280000;-75;35;21,41;30;120;6;Occidente
24283;GSM;MED.La Colinita_3;CALLE 12 SUR No. 51-170;6,197708333;6;11;51,75;-75,589280000;-75;35;21,41;30;230;7;Occidente
24284;GSM;MED.La Colinita_A;CALLE 12 SUR No. 51-170;6,197708333;6;11;51,75;-75,589280000;-75;35;21,41;30;0;4;Occidente
24285;GSM;MED.La Colinita_B;CALLE 12 SUR No. 51-170;6,197708333;6;11;51,75;-75,589280000;-75;35;21,41;30;120;5;Occidente
24286;GSM;MED.La Colinita_C;CALLE 12 SUR No. 51-170;6,197708333;6;11;51,75;-75,589280000;-75;35;21,41;30;230;4;Occidente
24288;GSM;MED.La Colinita_D;CALLE 12 SUR No. 51-170;6,197708333;6;11;51,75;-75,589280000;-75;35;21,41;30;300;0;Occidente
24291;GSM;MED.Popular_1;Francia;6,300847222;6;18;3,05;-75,557650000;-75;33;27,54;35;30;12;Occidente
24292;GSM;MED.Popular_2;Francia;6,300847222;6;18;3,05;-75,557650000;-75;33;27,54;35;130;0;Occidente
24293;GSM;MED.Popular_3;Francia;6,300847222;6;18;3,05;-75,557650000;-75;33;27,54;35;240;12;Occidente
24294;GSM;MED.Popular_A;Francia;6,300847222;6;18;3,05;-75,557650000;-75;33;27,54;35;30;13;Occidente
24295;GSM;MED.Popular_B;Francia;6,300847222;6;18;3,05;-75,557650000;-75;33;27,54;35;130;1;Occidente
24296;GSM;MED.Popular_C;Francia;6,300847222;6;18;3,05;-75,557650000;-75;33;27,54;35;240;13;Occidente
24301;GSM;MED.Colombo_1;Cl 53 # 43-98 Edificio San Ignacio Calle;6,249708333;6;14;58,95;-75,562930000;-75;33;46,55;21;45;3;Occidente
24302;GSM;MED.Colombo_2;Cl 53 # 43-98 Edificio San Ignacio Calle;6,249708333;6;14;58,95;-75,562930000;-75;33;46,55;21;135;3;Occidente
24303;GSM;MED.Colombo_3;Cl 53 # 43-98 Edificio San Ignacio Calle;6,249708333;6;14;58,95;-75,562930000;-75;33;46,55;21;275;3;Occidente
24304;GSM;MED.Colombo_A;Cl 53 # 43-98 Edificio San Ignacio Calle;6,249708333;6;14;58,95;-75,562930000;-75;33;46,55;21;45;3;Occidente
24305;GSM;MED.Colombo_B;Cl 53 # 43-98 Edificio San Ignacio Calle;6,249708333;6;14;58,95;-75,562930000;-75;33;46,55;21;135;3;Occidente
24306;GSM;MED.Colombo_C;Cl 53 # 43-98 Edificio San Ignacio Calle;6,249708333;6;14;58,95;-75,562930000;-75;33;46,55;21;275;3;Occidente
24311;GSM;MED.Colegio San Jose_1;Calle 54A No 30-61;6,245041667;6;14;42,15;-75,552100000;-75;33;7,56;36;60;-2;Occidente
24312;GSM;MED.Colegio San Jose_2;Calle 54A No 30-61;6,245041667;6;14;42,15;-75,552100000;-75;33;7,56;36;130;3;Occidente
24313;GSM;MED.Colegio San Jose_3;Calle 54A No 30-61;6,245041667;6;14;42,15;-75,552100000;-75;33;7,56;36;230;6;Occidente
24314;GSM;MED.Colegio San Jose_A;Calle 54A No 30-61;6,245041667;6;14;42,15;-75,552100000;-75;33;7,56;36;60;-5;Occidente
24315;GSM;MED.Colegio San Jose_B;Calle 54A No 30-61;6,245041667;6;14;42,15;-75,552100000;-75;33;7,56;36;130;0;Occidente
24316;GSM;MED.Colegio San Jose_C;Calle 54A No 30-61;6,245041667;6;14;42,15;-75,552100000;-75;33;7,56;36;230;3;Occidente
24321;GSM;MED.Estadio_1;Cra 74 con calle 50 esquina (Diamante de Béisbol);6,259527778;6;15;34,30;-75,590194440;-75;35;24,70;23;10;5;Occidente
24322;GSM;MED.Estadio_2;Cra 74 con calle 50 esquina (Diamante de Béisbol);6,259527778;6;15;34,30;-75,590194440;-75;35;24,70;23;140;4;Occidente
24323;GSM;MED.Estadio_3;Cra 74 con calle 50 esquina (Diamante de Béisbol);6,259527778;6;15;34,30;-75,590194440;-75;35;24,70;23;240;4;Occidente
24324;GSM;MED.Estadio_A;Cra 74 con calle 50 esquina (Diamante de Béisbol);6,259527778;6;15;34,30;-75,590194440;-75;35;24,70;23;10;5;Occidente
24325;GSM;MED.Estadio_B;Cra 74 con calle 50 esquina (Diamante de Béisbol);6,259527778;6;15;34,30;-75,590194440;-75;35;24,70;23;140;2;Occidente
24326;GSM;MED.Estadio_C;Cra 74 con calle 50 esquina (Diamante de Béisbol);6,259527778;6;15;34,30;-75,590194440;-75;35;24,70;23;240;4;Occidente
24331;GSM;MED.Doce de Octubre_1;TRANSVERSAL 103B No. 74A 64 PEDREGAL.;6,301375000;6;18;4,95;-75,573990000;-75;34;26,36;36;0;14;Occidente
24332;GSM;MED.Doce de Octubre_2;TRANSVERSAL 103B No. 74A 64 PEDREGAL.;6,301375000;6;18;4,95;-75,573990000;-75;34;26,36;36;210;13;Occidente
24333;GSM;MED.Doce de Octubre_3;TRANSVERSAL 103B No. 74A 64 PEDREGAL.;6,301375000;6;18;4,95;-75,573990000;-75;34;26,36;36;270;7;Occidente
24334;GSM;MED.Doce de Octubre_A;TRANSVERSAL 103B No. 74A 64 PEDREGAL.;6,301375000;6;18;4,95;-75,573990000;-75;34;26,36;36;0;11;Occidente
24335;GSM;MED.Doce de Octubre_B;TRANSVERSAL 103B No. 74A 64 PEDREGAL.;6,301375000;6;18;4,95;-75,573990000;-75;34;26,36;36;210;8;Occidente
24336;GSM;MED.Doce de Octubre_C;TRANSVERSAL 103B No. 74A 64 PEDREGAL.;6,301375000;6;18;4,95;-75,573990000;-75;34;26,36;36;270;0;Occidente
24341;GSM;MED.Manrique La 45_1;Calle 71 A #47-66;6,264819444;6;15;53,35;-75,555510000;-75;33;19,84;31;60;6;Occidente
24342;GSM;MED.Manrique La 45_2;Calle 71 A #47-66;6,264819444;6;15;53,35;-75,555510000;-75;33;19,84;31;110;-1;Occidente
24343;GSM;MED.Manrique La 45_3;Calle 71 A #47-66;6,264819444;6;15;53,35;-75,555510000;-75;33;19,84;31;210;10;Occidente
24344;GSM;MED.Manrique La 45_A;Calle 71 A #47-66;6,264819444;6;15;53,35;-75,555510000;-75;33;19,84;31;60;1;Occidente
24345;GSM;MED.Manrique La 45_B;Calle 71 A #47-66;6,264819444;6;15;53,35;-75,555510000;-75;33;19,84;31;110;-5;Occidente
24346;GSM;MED.Manrique La 45_C;Calle 71 A #47-66;6,264819444;6;15;53,35;-75,555510000;-75;33;19,84;31;290;15;Occidente
24351;GSM;MED.Piloto_1;Cr 64B # 49B - 13 Ed Camacol;6,255152778;6;15;18,55;-75,579690000;-75;34;46,88;48;28;11;Occidente
24352;GSM;MED.Piloto_2;Cr 64B # 49B - 13 Ed Camacol;6,255152778;6;15;18,55;-75,579690000;-75;34;46,88;48;160;11;Occidente
24353;GSM;MED.Piloto_3;Cr 64B # 49B - 13 Ed Camacol;6,255152778;6;15;18,55;-75,579690000;-75;34;46,88;48;230;11;Occidente
24354;GSM;MED.Piloto_4;Cr 64B # 49B - 13 Ed Camacol;6,255152778;6;15;18,55;-75,579690000;-75;34;46,88;48;320;11;Occidente
24355;GSM;MED.Piloto_A;Cr 64B # 49B - 13 Ed Camacol;6,255152778;6;15;18,55;-75,579690000;-75;34;46,88;48;28;7;Occidente
24356;GSM;MED.Piloto_B;Cr 64B # 49B - 13 Ed Camacol;6,255152778;6;15;18,55;-75,579690000;-75;34;46,88;48;160;7;Occidente
24357;GSM;MED.Piloto_C;Cr 64B # 49B - 13 Ed Camacol;6,255152778;6;15;18,55;-75,579690000;-75;34;46,88;48;230;7;Occidente
24358;GSM;MED.Piloto_D;Cr 64B # 49B - 13 Ed Camacol;6,255152778;6;15;18,55;-75,579690000;-75;34;46,88;48;320;6;Occidente
24361;GSM;MED.Tricentenario_1;Cr 45A N° 86;6,279097222;6;16;44,75;-75,553680000;-75;33;13,25;36;50;5;Occidente
24362;GSM;MED.Tricentenario_2;Cr 45A N° 86;6,279097222;6;16;44,75;-75,553680000;-75;33;13,25;36;110;-3;Occidente
24363;GSM;MED.Tricentenario_3;Cr 45A N° 86;6,279097222;6;16;44,75;-75,553680000;-75;33;13,25;36;260;18;Occidente
24364;GSM;MED.Tricentenario_A;Cr 45A N° 86;6,279097222;6;16;44,75;-75,553680000;-75;33;13,25;36;50;2;Occidente
24365;GSM;MED.Tricentenario_B;Cr 45A N° 86;6,279097222;6;16;44,75;-75,553680000;-75;33;13,25;36;110;-6;Occidente
24366;GSM;MED.Tricentenario_C;Cr 45A N° 86;6,279097222;6;16;44,75;-75,553680000;-75;33;13,25;36;260;16;Occidente
24371;GSM;MED.Electronica B_1;Cl 17 # 40B - 185;6,217255556;6;13;2,12;-75,568720000;-75;34;7,39;60;70;0;Occidente
24372;GSM;MED.Electronica B_2;Cl 17 # 40B - 185;6,217255556;6;13;2,12;-75,568720000;-75;34;7,39;60;120;12;Occidente
24373;GSM;MED.Electronica B_3;Cl 17 # 40B - 185;6,217255556;6;13;2,12;-75,568720000;-75;34;7,39;60;210;17;Occidente
24374;GSM;MED.Electronica B_A;Cl 17 # 40B - 185;6,217255556;6;13;2,12;-75,568720000;-75;34;7,39;60;45;2;Occidente
24375;GSM;MED.Electronica B_B;Cl 17 # 40B - 185;6,217255556;6;13;2,12;-75,568720000;-75;34;7,39;60;120;5;Occidente
24376;GSM;MED.Electronica B_C;Cl 17 # 40B - 185;6,217255556;6;13;2,12;-75,568720000;-75;34;7,39;60;210;10;Occidente
24384;GSM;MED.La Campina_A;Cr 94 B N° 63 - 191 Urbanización Robledo La Campiña;6,280347222;6;16;49,25;-75,604600000;-75;36;16,56;25;35;9;Occidente
24385;GSM;MED.La Campina_B;Cr 94 B N° 63 - 191 Urbanización Robledo La Campiña;6,280347222;6;16;49,25;-75,604600000;-75;36;16,56;15;180;14;Occidente
24386;GSM;MED.La Campina_C;Cr 94 B N° 63 - 191 Urbanización Robledo La Campiña;6,280347222;6;16;49,25;-75,604600000;-75;36;16,56;25;270;5;Occidente
24391;GSM;MED.Belen Aguas Frias_1;Carrera 35 # 30 -31Cancha de Futbol Sector Guanteros;6,238550000;6;14;18,78;-75,631763889;-75;37;54,35;35;140;8;Occidente
24392;GSM;MED.Belen Aguas Frias_2;Carrera 35 # 30 -31Cancha de Futbol Sector Guanteros;6,238550000;6;14;18,78;-75,631763889;-75;37;54,35;35;180;8;Occidente
24393;GSM;MED.Belen Aguas Frias_3;Carrera 35 # 30 -31Cancha de Futbol Sector Guanteros;6,238550000;6;14;18,78;-75,631763889;-75;37;54,35;71;250;2;Occidente
24394;GSM;MED.Belen Aguas Frias_A;Carrera 35 # 30 -31Cancha de Futbol Sector Guanteros;6,238550000;6;14;18,78;-75,631763889;-75;37;54,35;35;140;10;Occidente
24395;GSM;MED.Belen Aguas Frias_B;Carrera 35 # 30 -31Cancha de Futbol Sector Guanteros;6,238550000;6;14;18,78;-75,631763889;-75;37;54,35;35;180;8;Occidente
24401;GSM;MED.Barrio Nuevo_1;CARRERA 65 No. 113-86;6,308472222;6;18;30,50;-75,563480000;-75;33;48,53;31;10;14;Occidente
24402;GSM;MED.Barrio Nuevo_2;CARRERA 65 No. 113-86;6,308472222;6;18;30,50;-75,563480000;-75;33;48,53;31;240;15;Occidente
24403;GSM;MED.Barrio Nuevo_3;CARRERA 65 No. 113-86;6,308472222;6;18;30,50;-75,563480000;-75;33;48,53;31;340;7;Occidente
24404;GSM;MED.Barrio Nuevo_A;CARRERA 65 No. 113-86;6,308472222;6;18;30,50;-75,563480000;-75;33;48,53;31;10;9;Occidente
24405;GSM;MED.Barrio Nuevo_B;CARRERA 65 No. 113-86;6,308472222;6;18;30,50;-75,563480000;-75;33;48,53;31;240;8;Occidente
24406;GSM;MED.Barrio Nuevo_C;CARRERA 65 No. 113-86;6,308472222;6;18;30,50;-75,563480000;-75;33;48,53;31;340;0;Occidente
24412;GSM;MED.Toscana_2;Calle 119 No. 68B - 12;6,311444444;6;18;41,20;-75,566833333;-75;34;0,60;14;310;5;Occidente
24414;GSM;MED.Toscana_A;Calle 119 No. 68B - 12;6,311444444;6;18;41,20;-75,566833333;-75;34;0,60;14;310;0;Occidente
24421;GSM;ANT.Chigorodo-4_1;Carrera 102 entre 92-34 y 92-18;7,666944000;7;40;1,00;-76,681500000;-76;40;53,40;35;0;5;Occidente
24422;GSM;ANT.Chigorodo-4_2;Carrera 102 entre 92-34 y 92-18;7,666944000;7;40;1,00;-76,681500000;-76;40;53,40;35;100;2;Occidente
24423;GSM;ANT.Chigorodo-4_3;Carrera 102 entre 92-34 y 92-18;7,666944000;7;40;1,00;-76,681500000;-76;40;53,40;35;280;4;Occidente
24424;GSM;ANT.Chigorodo-4_A;Carrera 102 entre 92-34 y 92-18;7,666944000;7;40;1,00;-76,681500000;-76;40;53,40;35;0;2;Occidente
24425;GSM;ANT.Chigorodo-4_B;Carrera 102 entre 92-34 y 92-18;7,666944000;7;40;1,00;-76,681500000;-76;40;53,40;35;100;2;Occidente
24426;GSM;ANT.Chigorodo-4_C;Carrera 102 entre 92-34 y 92-18;7,666944000;7;40;1,00;-76,681500000;-76;40;53,40;35;280;2;Occidente
24431;GSM;ANT.San Diego Liborina_1;Cerro repetidor Teleantioquia, finca el Retiro;6,715402778;6;42;55,45;-75,791380000;-75;47;28,97;60;36;3;Occidente
24432;GSM;ANT.San Diego Liborina_2;Cerro repetidor Teleantioquia, finca el Retiro;6,715402778;6;42;55,45;-75,791380000;-75;47;28,97;60;95;13;Occidente
24433;GSM;ANT.San Diego Liborina_3;Cerro repetidor Teleantioquia, finca el Retiro;6,715402778;6;42;55,45;-75,791380000;-75;47;28,97;60;135;2;Occidente
24441;GSM;ANT.Llano de Ovejas_1;paraje La Unión     Llano de Ovejas;6,383056000;6;22;59,00;-75,621528000;-75;37;17,50;81;30;4;Occidente
24442;GSM;ANT.Llano de Ovejas_2;paraje La Unión     Llano de Ovejas;6,383056000;6;22;59,00;-75,621528000;-75;37;17,50;81;170;12;Occidente
24443;GSM;ANT.Llano de Ovejas_3;paraje La Unión     Llano de Ovejas;6,383056000;6;22;59,00;-75,621528000;-75;37;17,50;81;300;3;Occidente
24451;GSM;ANT.La Ceja-3_1;Tigo);6,032958333;6;1;58,65;-75,432850000;-75;25;58,26;40;30;5;Occidente
24452;GSM;ANT.La Ceja-3_2;Tigo);6,032958333;6;1;58,65;-75,432850000;-75;25;58,26;40;130;5;Occidente
24453;GSM;ANT.La Ceja-3_3;Tigo);6,032958333;6;1;58,65;-75,432850000;-75;25;58,26;40;200;5;Occidente
24454;GSM;ANT.La Ceja-3_A;Tigo);6,032958333;6;1;58,65;-75,432850000;-75;25;58,26;40;30;5;Occidente
24455;GSM;ANT.La Ceja-3_B;Tigo);6,032958333;6;1;58,65;-75,432850000;-75;25;58,26;40;130;5;Occidente
24456;GSM;ANT.La Ceja-3_C;Tigo);6,032958333;6;1;58,65;-75,432850000;-75;25;58,26;40;200;5;Occidente
24461;GSM;ANT.Aeropuerto JMC_1;Jose Maria Cordoba;6,171427778;6;10;17,14;-75,428670000;-75;25;43,21;15;60;6;Occidente
24462;GSM;ANT.Aeropuerto JMC_2;Jose Maria Cordoba;6,171427778;6;10;17,14;-75,428670000;-75;25;43,21;15;120;6;Occidente
24463;GSM;ANT.Aeropuerto JMC_3;Jose Maria Cordoba;6,171427778;6;10;17,14;-75,428670000;-75;25;43,21;15;290;6;Occidente
24464;GSM;ANT.Aeropuerto JMC_A;Jose Maria Cordoba;6,171427778;6;10;17,14;-75,428670000;-75;25;43,21;15;60;6;Occidente
24465;GSM;ANT.Aeropuerto JMC_B;Jose Maria Cordoba;6,171427778;6;10;17,14;-75,428670000;-75;25;43,21;15;120;6;Occidente
24466;GSM;ANT.Aeropuerto JMC_C;Jose Maria Cordoba;6,171427778;6;10;17,14;-75,428670000;-75;25;43,21;15;290;6;Occidente
24471;GSM;ANT.Boqueron del Toyo_1;Cerro Repetidor Boqueron del Toyo;6,704886111;6;42;17,59;-75,972740000;-75;58;21,86;80;0;2;Occidente
24472;GSM;ANT.Boqueron del Toyo_2;Cerro Repetidor Boqueron del Toyo;6,704886111;6;42;17,59;-75,972740000;-75;58;21,86;80;120;2;Occidente
24481;GSM;ANT.Changas_1;Calle 22 No     210 21ª Vereda Las Changas;8,548763889;8;32;55,55;-76,573600000;-76;34;24,96;70;0;5;Occidente
24482;GSM;ANT.Changas_2;Calle 22 No     210 21ª Vereda Las Changas;8,548763889;8;32;55,55;-76,573600000;-76;34;24,96;70;190;10;Occidente
24491;GSM;ANT.Zapata_1;Calle 23 # 20-100 LT miramar;8,685402778;8;41;7,45;-76,638240000;-76;38;17,66;70;35;2;Occidente
24492;GSM;ANT.Zapata_2;Calle 23 # 20-100 LT miramar;8,685402778;8;41;7,45;-76,638240000;-76;38;17,66;70;120;8;Occidente
24493;GSM;ANT.Zapata_3;Calle 23 # 20-100 LT miramar;8,685402778;8;41;7,45;-76,638240000;-76;38;17,66;70;240;2;Occidente
24495;GSM;ANT.Zapata_B;Calle 23 # 20-100 LT miramar;8,685402778;8;41;7,45;-76,638240000;-76;38;17,66;70;120;8;Occidente
24501;GSM;ANT.Santa Catalina_1;de Santa Catalina;8,397763889;8;23;51,95;-76,316930000;-76;19;0,95;70;0;0;Occidente
24502;GSM;ANT.Santa Catalina_2;de Santa Catalina;8,397763889;8;23;51,95;-76,316930000;-76;19;0,95;70;10;9;Occidente
24503;GSM;ANT.Santa Catalina_3;de Santa Catalina;8,397763889;8;23;51,95;-76,316930000;-76;19;0,95;70;220;9;Occidente
24505;GSM;ANT.Santa Catalina_B;de Santa Catalina;8,397763889;8;23;51,95;-76,316930000;-76;19;0,95;35;10;2;Occidente
24506;GSM;ANT.Santa Catalina_C;de Santa Catalina;8,397763889;8;23;51,95;-76,316930000;-76;19;0,95;35;220;2;Occidente
24511;GSM;ANT.Campamento_1;Finca Campo Alegre de la vereda Manzanillo;6,971141000;6;58;16,11;-75,268464000;-75;16;6,47;60;0;2;Occidente
24512;GSM;ANT.Campamento_2;Finca Campo Alegre de la vereda Manzanillo;6,971141000;6;58;16,11;-75,268464000;-75;16;6,47;60;120;2;Occidente
24521;GSM;ANT.Santa Elena_1;vereda El Placer, corregimiento de Santa Elena;6,219236111;6;13;9,25;-75,491150000;-75;29;28,14;51;30;6;Occidente
24522;GSM;ANT.Santa Elena_2;vereda El Placer, corregimiento de Santa Elena;6,219236111;6;13;9,25;-75,491150000;-75;29;28,14;51;120;6;Occidente
24523;GSM;ANT.Santa Elena_3;vereda El Placer, corregimiento de Santa Elena;6,219236111;6;13;9,25;-75,491150000;-75;29;28,14;51;200;2;Occidente
24526;GSM;ANT.Santa Elena_C;vereda El Placer, corregimiento de Santa Elena;6,219236111;6;13;9,25;-75,491150000;-75;29;28,14;51;200;0;Occidente
24531;GSM;ANT.Tunel de Occidente_1;Finca Villa Maria, Vereda la Frisola;6,329125000;6;19;44,85;-75,704400000;-75;42;15,84;61;30;5;Occidente
24532;GSM;ANT.Tunel de Occidente_2;Finca Villa Maria, Vereda la Frisola;6,329125000;6;19;44,85;-75,704400000;-75;42;15,84;61;110;0;Occidente
24533;GSM;ANT.Tunel de Occidente_3;Finca Villa Maria, Vereda la Frisola;6,329125000;6;19;44,85;-75,704400000;-75;42;15,84;61;330;5;Occidente
24541;GSM;ANT.Naranjitas_1;Cerro Frente al corral de Naranjitas;8,530763889;8;31;50,75;-76,337880000;-76;20;16,37;70;0;2;Occidente
24542;GSM;ANT.Naranjitas_2;Cerro Frente al corral de Naranjitas;8,530763889;8;31;50,75;-76,337880000;-76;20;16,37;70;120;2;Occidente
24545;GSM;ANT.Naranjitas_B;Cerro Frente al corral de Naranjitas;8,530763889;8;31;50,75;-76,337880000;-76;20;16,37;70;120;2;Occidente
24551;GSM;ANT.Pto Belgica_1;finca La Ceiba, sobre la vía troncal a 2.8 km.;7,665347222;7;39;55,25;-75,272820000;-75;16;22,15;80;0;2;Occidente
